,fk_id_categoria,nome_cientifico,ano
620,4.0,Mylesinus paucisquamatus,2014
621,4.0,Mylesinus paucisquamatus,2021
622,4.0,Sternarchella curvioperculata,2014
623,4.0,Sternarchella curvioperculata,2021
624,4.0,Sternarchorhynchus britskii,2014
625,4.0,Sternarchorhynchus britskii,2021
626,5.0,Tembeassu marauna,2014
627,5.0,Tembeassu marauna,2021
628,3.0,Sternarchogiton zuanoni,2014
629,4.0,Sternarchogiton zuanoni,2021
630,3.0,Sternarchorhynchus caboclo,2014
631,3.0,Sternarchorhynchus caboclo,2021
632,5.0,Sternarchorhynchus higuchii,2014
633,5.0,Sternarchorhynchus higuchii,2021
634,3.0,Sternarchorhynchus inpai,2014
635,3.0,Sternarchorhynchus inpai,2021
636,5.0,Sternarchorhynchus jaimei,2014
637,5.0,Sternarchorhynchus jaimei,2021
638,3.0,Sternarchorhynchus kokraimoro,2014
639,4.0,Sternarchorhynchus kokraimoro,2021
640,3.0,Sternarchorhynchus mareikeae,2014
641,3.0,Sternarchorhynchus mareikeae,2021
642,3.0,Sternarchorhynchus severii,2014
643,3.0,Sternarchorhynchus severii,2021
644,3.0,Sternarchorhynchus villasboasi,2014
645,4.0,Sternarchorhynchus villasboasi,2021
646,3.0,Eigenmannia vicentespelaea,2014
647,3.0,Eigenmannia vicentespelaea,2021
648,1.0,Archolaemus ferreirai,2014
649,3.0,Archolaemus ferreirai,2021
650,2.0,Archolaemus santosi,2014
651,3.0,Archolaemus santosi,2021
652,3.0,Tigrisoma fasciatum,2014
653,3.0,Tigrisoma fasciatum,2021
654,5.0,Paragenidens grandoculis,2014
655,5.0,Paragenidens grandoculis,2021
656,5.0,Genidens planifrons,2014
657,5.0,Genidens planifrons,2021
658,4.0,Genidens barbus,2014
659,4.0,Genidens barbus,2021
660,3.0,Sciades parkeri,2014
661,3.0,Sciades parkeri,2021
662,4.0,Corydoras lacerdai,2014
663,4.0,Corydoras lacerdai,2021
664,4.0,Scleromystax macropterus,2014
665,4.0,Scleromystax macropterus,2021
666,4.0,Kalyptodoras bahiensis,2014
667,4.0,Kalyptodoras bahiensis,2021
668,4.0,Rhynchodoras xingui,2014
669,4.0,Rhynchodoras xingui,2021
670,3.0,Rhamdia jequitinhonha,2014
671,3.0,Rhamdia jequitinhonha,2021
672,3.0,Rhamdiopsis krugi,2014
673,3.0,Rhamdiopsis krugi,2021
674,4.0,Pimelodella spelaea,2014
675,4.0,Pimelodella spelaea,2021
676,4.0,Chasmocranus brachynemus,2014
677,4.0,Chasmocranus brachynemus,2021
678,7.0,Heptapterus multiradiatus,2014
679,7.0,Heptapterus multiradiatus,2021
680,3.0,Taunayia bifasciata,2014
681,3.0,Taunayia bifasciata,2021
682,4.0,Pimelodella kronei,2014
683,4.0,Pimelodella kronei,2021
684,3.0,Ancistrus formoso,2014
685,3.0,Ancistrus formoso,2021
686,5.0,Loricaria coximensis,2014
687,5.0,Loricaria coximensis,2021
688,3.0,Neoplecostomus botucatu,2014
689,3.0,Neoplecostomus botucatu,2021
690,5.0,Otothyris juquiae,2014
691,5.0,Otothyris juquiae,2021
692,5.0,Pareiorhaphis nasuta,2014
693,5.0,Pareiorhaphis nasuta,2021
694,4.0,Pareiorhaphis scutula,2014
695,4.0,Pareiorhaphis scutula,2021
696,4.0,Pogonopoma obscurum,2014
697,4.0,Pogonopoma obscurum,2021
698,4.0,Pogonopoma parahybae,2014
699,4.0,Pogonopoma parahybae,2021
700,5.0,Pseudotocinclus juquiae,2014
701,5.0,Pseudotocinclus juquiae,2021
702,4.0,Ancistrus minutus,2014
703,4.0,Ancistrus minutus,2021
704,4.0,Harttia depressa,2014
705,4.0,Harttia depressa,2021
706,5.0,Baryancistrus longipinnis,2014
707,5.0,Baryancistrus longipinnis,2021
708,5.0,Baryancistrus niveatus,2014
709,5.0,Baryancistrus niveatus,2021
710,3.0,Harttia dissidens,2014
711,3.0,Harttia dissidens,2021
712,3.0,Leporacanthicus joselimai,2014
713,3.0,Leporacanthicus joselimai,2021
714,3.0,Lithoxus lithoides,2014
715,3.0,Lithoxus lithoides,2021
716,3.0,Scobinancistrus aureatus,2014
717,3.0,Scobinancistrus aureatus,2021
718,3.0,Scobinancistrus pariolispos,2014
719,3.0,Scobinancistrus pariolispos,2021
720,5.0,Delturus parahybae,2014
721,5.0,Delturus parahybae,2021
722,0.0,Hypostomus subcarinatus,2014
723,5.0,Hypostomus subcarinatus,2021
724,2.0,Plesioptopoma curvidens,2014
725,5.0,Plesioptopoma curvidens,2021
726,5.0,Isbrueckerichthys saxicola,2014
727,4.0,Isbrueckerichthys saxicola,2021
728,5.0,Microlepidogaster perforatus,2014
729,5.0,Microlepidogaster perforatus,2021
730,4.0,Pseudotocinclus tietensis,2014
731,4.0,Pseudotocinclus tietensis,2021
732,,Harttia panara,2014
733,3.0,Harttia panara,2021
734,,Harttia villasboas,2014
735,3.0,Harttia villasboas,2021
736,3.0,Parancistrus nudiventris,2014
737,4.0,Parancistrus nudiventris,2021
738,5.0,Hypancistrus zebra,2014
739,5.0,Hypancistrus zebra,2021
740,4.0,Ancistrus cryptophthalmus,2014
741,4.0,Ancistrus cryptophthalmus,2021
742,4.0,Hemiancistrus megalopteryx,2014
743,4.0,Hemiancistrus megalopteryx,2021
744,4.0,Parotocinclus spilurus,2014
745,4.0,Parotocinclus spilurus,2021
746,5.0,Steindachneridion amblyurum,2014
747,5.0,Steindachneridion amblyurum,2021
748,5.0,Steindachneridion doceanum,2014
749,5.0,Steindachneridion doceanum,2021
750,4.0,Steindachneridion scriptum,2014
751,4.0,Steindachneridion scriptum,2021
752,4.0,Aguarunichthys tocantinsensis,2014
753,4.0,Aguarunichthys tocantinsensis,2021
754,3.0,Pimelodus joannis,2014
755,3.0,Pimelodus joannis,2021
756,3.0,Pimelodus stewartii,2014
757,3.0,Pimelodus stewartii,2021
758,4.0,Conorhynchos conirostris,2014
759,4.0,Conorhynchos conirostris,2021
760,4.0,Steindachneridion parahybae,2014
761,4.0,Steindachneridion parahybae,2021
762,4.0,Steindachneridion melanodermatum,2014
763,4.0,Steindachneridion melanodermatum,2021
764,2.0,Pseudoplatystoma corruscans,2014
765,3.0,Pseudoplatystoma corruscans,2021
766,5.0,Microglanis robustus,2014
767,5.0,Microglanis robustus,2021
768,3.0,Lophiosilurus alexandri,2014
769,3.0,Lophiosilurus alexandri,2021
770,1.0,Microglanis maculatus,2014
771,5.0,Microglanis maculatus,2021
772,3.0,Glaphyropoma spinosum,2014
773,3.0,Glaphyropoma spinosum,2021
774,4.0,Ituglanis cahyensis,2014
775,4.0,Ituglanis cahyensis,2021
776,3.0,Ituglanis epikarsticus,2014
777,3.0,Ituglanis epikarsticus,2021
778,3.0,Ituglanis passensis,2014
779,3.0,Ituglanis passensis,2021
780,5.0,Listrura camposi,2014
781,5.0,Listrura camposi,2021
782,5.0,Listrura nematopteryx,2014
783,5.0,Listrura nematopteryx,2021
784,4.0,Microcambeva draco,2014
785,4.0,Microcambeva draco,2021
786,5.0,Trichogenes claviger,2014
787,5.0,Trichogenes claviger,2021
788,3.0,Trichomycterus dali,2014
789,3.0,Trichomycterus dali,2021
790,5.0,Trichomycterus itacarambiensis,2014
791,5.0,Trichomycterus itacarambiensis,2021
792,5.0,Trichomycterus triguttatus,2014
793,5.0,Trichomycterus triguttatus,2021
794,4.0,Ituglanis mambai,2014
795,4.0,Ituglanis mambai,2021
796,4.0,Cambeva crassicaudata,2014
797,4.0,Cambeva crassicaudata,2021
798,4.0,Cambeva igobi,2014
799,3.0,Cambeva igobi,2021
800,4.0,Cambeva mboycy,2014
801,4.0,Cambeva mboycy,2021
802,4.0,Cambeva paolence,2014
803,4.0,Cambeva paolence,2021
804,,Cambeva pascuali,2014
805,5.0,Cambeva pascuali,2021
806,5.0,Ituglanis bambui,2014
807,5.0,Ituglanis bambui,2021
808,3.0,Ituglanis ramiroi,2014
809,3.0,Ituglanis ramiroi,2021
810,3.0,Trichomycterus rubbioli,2014
811,3.0,Trichomycterus rubbioli,2021
812,,Anomaloglossus apiau,2014
813,4.0,Anomaloglossus apiau,2021
814,,Anomaloglossus tepequem,2014
815,7.0,Anomaloglossus tepequem,2021
816,5.0,Brachycephalus pernix,2014
817,5.0,Brachycephalus pernix,2021
818,3.0,Ischnocnema manezinho,2014
819,4.0,Ischnocnema manezinho,2021
820,,Brachycephalus quiririensis,2014
821,4.0,Brachycephalus quiririensis,2021
822,,Ischnocnema karst,2014
823,3.0,Ischnocnema karst,2021
824,,Ischnocnema garciai,2014
825,5.0,Ischnocnema garciai,2021
826,0.0,Ischnocnema epipeda,2014
827,7.0,Ischnocnema epipeda,2021
828,,Brachycephalus mirissimus,2014
829,3.0,Brachycephalus mirissimus,2021
830,5.0,Melanophryniscus admirabilis,2014
831,5.0,Melanophryniscus admirabilis,2021
832,3.0,Melanophryniscus cambaraensis,2014
833,4.0,Melanophryniscus cambaraensis,2021
834,3.0,Melanophryniscus dorsalis,2014
835,3.0,Melanophryniscus dorsalis,2021
836,4.0,Melanophryniscus macrogranulosus,2014
837,4.0,Melanophryniscus macrogranulosus,2021
838,,Melanophryniscus biancae,2014
839,4.0,Melanophryniscus biancae,2021
840,2.0,Melanophryniscus montevidensis,2014
841,3.0,Melanophryniscus montevidensis,2021
842,,Rhinella casconi,2014
843,5.0,Rhinella casconi,2021
844,1.0,Melanophryniscus klappenbachi,2014
845,3.0,Melanophryniscus klappenbachi,2021
846,5.0,Melanophryniscus setiba,2014
847,3.0,Melanophryniscus setiba,2021
848,2.0,Ceratophrys ornata,2014
849,7.0,Ceratophrys ornata,2021
850,0.0,Euparkerella robusta,2014
851,5.0,Euparkerella robusta,2021
852,5.0,Cycloramphus diringshofeni,2014
853,5.0,Cycloramphus diringshofeni,2021
854,5.0,Cycloramphus faustoi,2014
855,3.0,Cycloramphus faustoi,2021
856,0.0,Cycloramphus stejnegeri,2014
857,7.0,Cycloramphus stejnegeri,2021
858,0.0,Thoropa lutzi,2014
859,7.0,Thoropa lutzi,2021
860,4.0,Thoropa petropolitana,2014
861,7.0,Thoropa petropolitana,2021
862,3.0,Adelophryne maranguapensis,2014
863,5.0,Adelophryne maranguapensis,2021
864,0.0,Scinax muriciensis,2014
865,5.0,Scinax muriciensis,2021
866,0.0,Sphaenorhynchus bromelicola,2014
867,4.0,Sphaenorhynchus bromelicola,2021
868,,Sphaenorhynchus cammaeus,2014
869,5.0,Sphaenorhynchus cammaeus,2021
870,1.0,Boana buriti,2014
871,3.0,Boana buriti,2021
872,,Bokermannohyla napolii,2014
873,3.0,Bokermannohyla napolii,2021
874,0.0,Scinax pinimus,2014
875,3.0,Scinax pinimus,2021
876,5.0,Nyctimantis pomba,2014
877,5.0,Nyctimantis pomba,2021
878,5.0,Bokermannohyla vulcaniae,2014
879,4.0,Bokermannohyla vulcaniae,2021
880,5.0,Scinax alcatraz,2014
881,3.0,Scinax alcatraz,2021
882,3.0,Scinax faivovichi,2014
883,3.0,Scinax faivovichi,2021
884,5.0,Scinax peixotoi,2014
885,7.0,Scinax peixotoi,2021
886,4.0,Xenohyla truncata,2014
887,3.0,Xenohyla truncata,2021
888,,Sphaenorhynchus canga,2014
889,5.0,Sphaenorhynchus canga,2021
890,5.0,Boana cymbalum,2014
891,9.0,Boana cymbalum,2021
892,4.0,Crossodactylus dantei,2014
893,5.0,Crossodactylus dantei,2021
894,,Crossodactylus franciscanus,2014
895,7.0,Crossodactylus franciscanus,2021
896,0.0,Crossodactylus dispar,2014
897,7.0,Crossodactylus dispar,2021
898,0.0,Hylodes glaber,2014
899,7.0,Hylodes glaber,2021
900,0.0,Hylodes magalhaesi,2014
901,3.0,Hylodes magalhaesi,2021
902,0.0,Hylodes mertensi,2014
903,5.0,Hylodes mertensi,2021
904,1.0,Hylodes sazimai,2014
905,4.0,Hylodes sazimai,2021
906,,Crossodactylus boulengeri,2014
907,7.0,Crossodactylus boulengeri,2021
908,5.0,Physalaemus soaresi,2014
909,5.0,Physalaemus soaresi,2021
910,0.0,Crossodactylodes itambe,2014
911,5.0,Crossodactylodes itambe,2021
912,0.0,Crossodactylodes izecksohni,2014
913,4.0,Crossodactylodes izecksohni,2021
914,5.0,Paratelmatobius lutzii,2014
915,7.0,Paratelmatobius lutzii,2021
916,4.0,Chiasmocleis alagoana,2014
917,3.0,Chiasmocleis alagoana,2021
918,5.0,Proceratophrys palustris,2014
919,5.0,Proceratophrys palustris,2021
920,5.0,Proceratophrys sanctaritae,2014
921,5.0,Proceratophrys sanctaritae,2021
922,,Proceratophrys ararype,2014
923,5.0,Proceratophrys ararype,2021
924,,Pithecopus rusticus,2014
925,5.0,Pithecopus rusticus,2021
926,0.0,Phrynomedusa marginata,2014
927,7.0,Phrynomedusa marginata,2021
928,0.0,Phrynomedusa vanzolinii,2014
929,7.0,Phrynomedusa vanzolinii,2021
930,9.0,Phrynomedusa fimbriata,2014
931,9.0,Phrynomedusa fimbriata,2021
932,5.0,Holoaden bradei,2014
933,7.0,Holoaden bradei,2021
934,5.0,Arrhopalites alambariensis,2014
935,3.0,Arrhopalites alambariensis,2021
936,5.0,Arrhopalites amorimi,2014
937,3.0,Arrhopalites amorimi,2021
938,5.0,Arrhopalites botuveraensis,2014
939,3.0,Arrhopalites botuveraensis,2021
940,5.0,Arrhopalites gnaspinii,2014
941,5.0,Arrhopalites gnaspinii,2021
942,5.0,Arrhopalites heteroculatus,2014
943,3.0,Arrhopalites heteroculatus,2021
944,5.0,Arrhopalites lawrencei,2014
945,3.0,Arrhopalites lawrencei,2021
946,5.0,Arrhopalites paranaensis,2014
947,5.0,Arrhopalites paranaensis,2021
948,,Arrhopalites glabrofasciatus,2014
949,4.0,Arrhopalites glabrofasciatus,2021
950,,Spelaeogammarus bahiensis,2014
951,3.0,Spelaeogammarus bahiensis,2021
952,,Spelaeogammarus sanctus,2014
953,5.0,Spelaeogammarus sanctus,2021
954,,Spelaeogammarus santanensis,2014
955,5.0,Spelaeogammarus santanensis,2021
956,,Spelaeogammarus spinilacertus,2014
957,4.0,Spelaeogammarus spinilacertus,2021
958,,Spelaeogammarus titan,2014
959,5.0,Spelaeogammarus titan,2021
960,,Spelaeogammarus trajanoae,2014
961,4.0,Spelaeogammarus trajanoae,2021
962,,Megagidiella azul,2014
963,3.0,Megagidiella azul,2021
964,1.0,Hyalella caeca,2014
965,3.0,Hyalella caeca,2021
966,,Hyalella epikarstica,2014
967,5.0,Hyalella epikarstica,2021
968,,Hyalella formosa,2014
969,5.0,Hyalella formosa,2021
970,,Hyalella veredae,2014
971,5.0,Hyalella veredae,2021
972,,Hyalella imbya,2014
973,7.0,Hyalella imbya,2021
974,,Potiberaba porakuara,2014
975,3.0,Potiberaba porakuara,2021
976,,Seborgia potiguar,2014
977,5.0,Seborgia potiguar,2021
978,3.0,Coscinasterias tenuispina,2014
979,3.0,Coscinasterias tenuispina,2021
980,3.0,Astropecten articulatus,2014
981,3.0,Astropecten articulatus,2021
982,3.0,Astropecten brasiliensis,2014
983,3.0,Astropecten brasiliensis,2021
984,3.0,Astropecten marginatus,2014
985,3.0,Astropecten marginatus,2021
986,3.0,Luidia senegalensis,2014
987,3.0,Luidia senegalensis,2021
988,3.0,Ateles chamek,2014
989,3.0,Ateles chamek,2021
990,4.0,Brachyteles arachnoides,2014
991,4.0,Brachyteles arachnoides,2021
992,5.0,Brachyteles hypoxanthus,2014
993,5.0,Brachyteles hypoxanthus,2021
994,3.0,Ateles belzebuth,2014
995,3.0,Ateles belzebuth,2021
996,4.0,Ateles marginatus,2014
997,4.0,Ateles marginatus,2021
998,3.0,Alouatta belzebul,2014
999,3.0,Alouatta belzebul,2021
1000,3.0,Alouatta discolor,2014
1001,3.0,Alouatta discolor,2021
1002,4.0,Alouatta ululata,2014
1003,4.0,Alouatta ululata,2021
1004,3.0,Alouatta guariba clamitans,2014
1005,3.0,Alouatta guariba clamitans,2021
1006,5.0,Alouatta guariba guariba,2014
1007,5.0,Alouatta guariba guariba,2021
1008,4.0,Callithrix flaviceps,2014
1009,4.0,Callithrix flaviceps,2021
1010,4.0,Leontopithecus chrysomelas,2014
1011,4.0,Leontopithecus chrysomelas,2021
1012,3.0,Mico rondoni,2014
1013,3.0,Mico rondoni,2021
1014,5.0,Saguinus bicolor,2014
1015,5.0,Saguinus bicolor,2021
1016,3.0,Saguinus niger,2014
1017,3.0,Saguinus niger,2021
1018,4.0,Callithrix aurita,2014
1019,4.0,Callithrix aurita,2021
1020,4.0,Leontopithecus caissara,2014
1021,4.0,Leontopithecus caissara,2021
1022,4.0,Leontopithecus chrysopygus,2014
1023,4.0,Leontopithecus chrysopygus,2021
1024,4.0,Leontopithecus rosalia,2014
1025,4.0,Leontopithecus rosalia,2021
1026,3.0,Saimiri vanzolinii,2014
1027,3.0,Saimiri vanzolinii,2021
1028,5.0,Cebus kaapori,2014
1029,5.0,Cebus kaapori,2021
1030,3.0,Sapajus cay,2014
1031,3.0,Sapajus cay,2021
1032,4.0,Sapajus flavius,2014
1033,4.0,Sapajus flavius,2021
1034,4.0,Sapajus robustus,2014
1035,4.0,Sapajus robustus,2021
1036,4.0,Sapajus xanthosternos,2014
1037,4.0,Sapajus xanthosternos,2021
1038,5.0,Callicebus barbarabrownae,2014
1039,5.0,Callicebus barbarabrownae,2021
1040,3.0,Callicebus melanochir,2014
1041,3.0,Callicebus melanochir,2021
1042,5.0,Chiropotes satanas,2014
1043,5.0,Chiropotes satanas,2021
1044,3.0,Chiropotes utahickae,2014
1045,3.0,Chiropotes utahickae,2021
1046,4.0,Callicebus coimbrai,2014
1047,4.0,Callicebus coimbrai,2021
1048,3.0,Callicebus personatus,2014
1049,3.0,Callicebus personatus,2021
1050,4.0,Odontesthes bicudo,2014
1051,4.0,Odontesthes bicudo,2021
1052,3.0,Adebrotus lugoi,2014
1053,3.0,Adebrotus lugoi,2021
1054,2.0,Camelobaetidius juparana,2014
1055,3.0,Camelobaetidius juparana,2021
1056,3.0,Camelobaetidius maranhensis,2014
1057,3.0,Camelobaetidius maranhensis,2021
1058,3.0,Camelobaetidius spinosus,2014
1059,3.0,Camelobaetidius spinosus,2021
1060,4.0,Hermanella amere,2014
1061,4.0,Hermanella amere,2021
1062,3.0,Hermanella nigra,2014
1063,3.0,Hermanella nigra,2021
1064,,Simothraulopsis eurybasis,2014
1065,3.0,Simothraulopsis eurybasis,2021
1066,4.0,Eubalaena australis,2014
1067,4.0,Eubalaena australis,2021
1068,4.0,Balaenoptera borealis,2014
1069,4.0,Balaenoptera borealis,2021
1070,5.0,Balaenoptera musculus,2014
1071,5.0,Balaenoptera musculus,2021
1072,4.0,Balaenoptera physalus,2014
1073,4.0,Balaenoptera physalus,2021
1074,3.0,Sotalia guianensis,2014
1075,3.0,Sotalia guianensis,2021
1076,11.0,Tursiops gephyreus,2014
1077,4.0,Tursiops gephyreus,2021
1078,4.0,Inia geoffrensis,2014
1079,4.0,Inia geoffrensis,2021
1080,,Inia araguaiaensis,2014
1081,3.0,Inia araguaiaensis,2021
1082,3.0,Physeter macrocephalus,2014
1083,3.0,Physeter macrocephalus,2021
1084,5.0,Pontoporia blainvillei,2014
1085,5.0,Pontoporia blainvillei,2021
1086,,Litoblatta camargoi,2014
1087,4.0,Litoblatta camargoi,2021
1088,5.0,Spelaeobochica iuiu,2014
1089,4.0,Spelaeobochica iuiu,2021
1090,4.0,Spelaeobochica muchmorei,2014
1091,5.0,Spelaeobochica muchmorei,2021
1092,5.0,Spelaeobochica allodentatus,2014
1093,4.0,Spelaeobochica allodentatus,2021
1094,5.0,Maxchernes iporangae,2014
1095,5.0,Maxchernes iporangae,2021
1096,4.0,Spelaeochernes gracilipalpus,2014
1097,4.0,Spelaeochernes gracilipalpus,2021
1098,5.0,Pseudochthonius biseriatus,2014
1099,4.0,Pseudochthonius biseriatus,2021
1100,3.0,Ideoroncus cavicola,2014
1101,4.0,Ideoroncus cavicola,2021
1102,5.0,Progarypus nigrimanus,2014
1103,5.0,Progarypus nigrimanus,2021
1104,4.0,Bouchardia rosea,2014
1105,4.0,Bouchardia rosea,2021
1106,1.0,Maricaella duna,2014
1107,5.0,Maricaella duna,2021
1108,4.0,Acherontides eleonorae,2014
1109,3.0,Acherontides eleonorae,2021
1110,1.0,Aethiopella littoralis,2014
1111,5.0,Aethiopella littoralis,2021
1112,0.0,Hyleanura mendoncae,2014
1113,3.0,Hyleanura mendoncae,2021
1114,1.0,Arlesia intermedia,2014
1115,5.0,Arlesia intermedia,2021
1116,1.0,Micranurida fluminensis,2014
1117,5.0,Micranurida fluminensis,2021
1118,1.0,Agraphorura mariapetrae,2014
1119,5.0,Agraphorura mariapetrae,2021
1120,1.0,Mesaphorura maricaensis,2014
1121,5.0,Mesaphorura maricaensis,2021
1122,3.0,Bradypus torquatus,2014
1123,3.0,Bradypus torquatus,2021
1124,3.0,Myrmecophaga tridactyla,2014
1125,3.0,Myrmecophaga tridactyla,2021
1126,,Brasileirinho cavaticus,2014
1127,5.0,Brasileirinho cavaticus,2021
1128,,Pongycarcinia xiphidiourus,2014
1129,4.0,Pongycarcinia xiphidiourus,2021
1130,,Iansaoniscus iraquara,2014
1131,5.0,Iansaoniscus iraquara,2021
1132,,Iansaoniscus georginae,2014
1133,5.0,Iansaoniscus georginae,2021
1134,,Amazoniscus leistikowi,2014
1135,5.0,Amazoniscus leistikowi,2021
1136,,Circoniscus carajasensis,2014
1137,4.0,Circoniscus carajasensis,2021
1138,,Circoniscus buckupi,2014
1139,5.0,Circoniscus buckupi,2021
1140,,Iuiuniscus iuiuensis,2014
1141,3.0,Iuiuniscus iuiuensis,2021
1142,,Spelunconiscus castroi,2014
1143,5.0,Spelunconiscus castroi,2021
1144,,Xangoniscus aganju,2014
1145,4.0,Xangoniscus aganju,2021
1146,,Xangoniscus odara,2014
1147,4.0,Xangoniscus odara,2021
1148,,Xangoniscus itacarambiensis,2014
1149,5.0,Xangoniscus itacarambiensis,2021
1150,4.0,Monasa morphoeus morphoeus,2014
1151,4.0,Monasa morphoeus morphoeus,2021
1152,5.0,Thaumastus lundi,2014
1153,5.0,Thaumastus lundi,2021
1154,4.0,Tomigerus gibberulus,2014
1155,4.0,Tomigerus gibberulus,2021
1156,3.0,Lymnaea rupestris,2014
1157,3.0,Lymnaea rupestris,2021
1158,5.0,Plesiophysa dolichomastix,2014
1159,5.0,Plesiophysa dolichomastix,2021
1160,3.0,Hypselartemon alveus,2014
1161,3.0,Hypselartemon alveus,2021
1162,4.0,Succinea lopesi,2014
1163,4.0,Succinea lopesi,2021
1164,1.0,Burhinus bistriatus,2014
1165,3.0,Burhinus bistriatus,2021
1166,3.0,Charadrius wilsonia,2014
1167,3.0,Charadrius wilsonia,2021
1168,2.0,Numenius hudsonicus,2014
1169,3.0,Numenius hudsonicus,2021
1170,3.0,Calidris subruficollis,2014
1171,3.0,Calidris subruficollis,2021
1172,5.0,Calidris canutus,2014
1173,3.0,Calidris canutus,2021
1174,4.0,Calidris pusilla,2014
1175,4.0,Calidris pusilla,2021
1176,5.0,Limnodromus griseus,2014
1177,4.0,Limnodromus griseus,2021
1178,6.0,Numenius borealis,2014
1179,6.0,Numenius borealis,2021
1180,3.0,Sterna dougallii,2014
1181,3.0,Sterna dougallii,2021
1182,3.0,Sterna hirundinacea,2014
1183,3.0,Sterna hirundinacea,2021
1184,4.0,Thalasseus maximus,2014
1185,4.0,Thalasseus maximus,2021
1186,1.0,Thalasseus acuflavidus,2014
1187,3.0,Thalasseus acuflavidus,2021
1188,4.0,Ananteris infuscata,2014
1189,4.0,Ananteris infuscata,2021
1190,4.0,Troglorhopalurus translucidus,2014
1191,4.0,Troglorhopalurus translucidus,2021
1192,5.0,Hadrurochactas araripe,2014
1193,5.0,Hadrurochactas araripe,2021
1194,5.0,Hadrurochactas brejo,2014
1195,5.0,Hadrurochactas brejo,2021
1196,,Oncinocampa trajanoae,2014
1197,5.0,Oncinocampa trajanoae,2021
1198,3.0,Lycalopex vetulus,2014
1199,3.0,Lycalopex vetulus,2021
1200,3.0,Chrysocyon brachyurus,2014
1201,3.0,Chrysocyon brachyurus,2021
1202,3.0,Speothos venaticus,2014
1203,3.0,Speothos venaticus,2021
1204,3.0,Atelocynus microtis,2014
1205,3.0,Atelocynus microtis,2021
1206,3.0,Leopardus geoffroyi,2014
1207,3.0,Leopardus geoffroyi,2021
1208,3.0,Leopardus guttulus,2014
1209,3.0,Leopardus guttulus,2021
1210,4.0,Leopardus tigrinus,2014
1211,4.0,Leopardus tigrinus,2021
1212,3.0,Leopardus wiedii,2014
1213,3.0,Leopardus wiedii,2021
1214,3.0,Panthera onca,2014
1215,3.0,Panthera onca,2021
1216,3.0,Herpailurus yagouaroundi,2014
1217,3.0,Herpailurus yagouaroundi,2021
1218,3.0,Leopardus colocolo,2014
1219,3.0,Leopardus colocolo,2021
1220,3.0,Pteronura brasiliensis,2014
1221,3.0,Pteronura brasiliensis,2021
1222,,Tisentnops onix,2014
1223,5.0,Tisentnops onix,2021
1224,,Carajas paraua,2014
1225,4.0,Carajas paraua,2021
1226,4.0,Ianduba paubrasil,2014
1227,4.0,Ianduba paubrasil,2021
1228,5.0,Celaetycheus mungunza,2014
1229,5.0,Celaetycheus mungunza,2021
1230,5.0,Isoctenus corymbus,2014
1231,5.0,Isoctenus corymbus,2021
1232,5.0,Harmonicon cerberus,2014
1233,5.0,Harmonicon cerberus,2021
1234,5.0,Drymusa spelunca,2014
